Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Nova Scotia                                                                ,Low Wage            ,SOLUTIONS365 INC.,"Dartmouth, NS B3A 4N9",75110-Construction trades helpers and labourers,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Springfield Hotels (Halifax) Incorporated,"Enfield, NS B2T 0A2",65310-Light duty cleaners,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,T & K HAIR SALON INC.,"Halifax, NS B3K 1N9",13110-Administrative assistants,Unknown,1,1
Nova Scotia                                                                ,Low Wage            ,Tomcat Holdings Ltd.,"Upper Tantallon, NS B3Z 4R2",62020-Food service supervisors,Unknown,1,5
Nova Scotia                                                                ,Low Wage            ,Vessel Meats Inc,"Dartmouth, NS B3A 4C5",63201-Butchers - retail and wholesale,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture  ,3226198 NS Ltd,"Sheffield Mills, NS B0P 1J0",85101-Harvesting labourers,Unknown,2,19
Nova Scotia                                                                ,Primary Agriculture  ,Apple Lane Farm Inc,"Berwick, NS B0P 1E0",85101-Harvesting labourers,Unknown,1,14
Nova Scotia                                                                ,Primary Agriculture  ,Best Farms Ltd,"Woodville, NS B0P 1V0",85101-Harvesting labourers,Partnership,1,4
Nova Scotia                                                                ,Primary Agriculture  ,Birchleigh Farms LTD.,"Berwick, NS B0P 1E0",85101-Harvesting labourers,Unknown,1,18
Nova Scotia                                                                ,Primary Agriculture  ,Bragg Lumber Company,"Collingwood, NS B0M 1P0",85100-Livestock labourers,Unknown,1,3
Nova Scotia                                                                ,Primary Agriculture  ,Bragg Lumber Company,"Collingwood, NS B0M 1P0",85101-Harvesting labourers,Unknown,1,6
Nova Scotia                                                                ,Primary Agriculture  ,Canard Orchards Ltd,"Centreville, NS B0P 1J0",85101-Harvesting labourers,Unknown,1,3
Nova Scotia                                                                ,Primary Agriculture  ,Centreville Orchards Limited,"Kentville, NS B4N 3V7",85101-Harvesting labourers,Unknown,1,6
Nova Scotia                                                                ,Primary Agriculture  ,Charles Keddy Farms Limited,"Lakeville, NS B4N 3V7",85101-Harvesting labourers,Unknown,3,42
Nova Scotia                                                                ,Primary Agriculture  ,Elmridge Farm Ltd,"RR2 Centreville, NS B0P 1J0",85101-Harvesting labourers,Unknown,3,14
Nova Scotia                                                                ,Primary Agriculture  ,Evangeline Orchards Limited,"Port Williams, NS B0P 1T0",85101-Harvesting labourers,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture  ,Forest Hills Farms Ltd,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture  ,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",85103-Nursery and greenhouse labourers,Unknown,1,40
Nova Scotia                                                                ,Primary Agriculture  ,G.A.R. Tree Farms Ltd,"Barss Corner, NS B0R 1A0",85103-Nursery and greenhouse labourers,Unknown,1,30
Nova Scotia                                                                ,Primary Agriculture  ,Gouchers Farm And Market Limited,"Melvern Square, NS B0P 1R0",85101-Harvesting labourers,Unknown,1,17
Nova Scotia                                                                ,Primary Agriculture  ,High Point Orchards LTD.,"Kentville, NS B4N 3V7",85101-Harvesting labourers,Unknown,2,13
Nova Scotia                                                                ,Primary Agriculture  ,Hollewand Farm,"Canning, NS B0P 1H0",82030-Agricultural service contractors and farm supervisors,Unknown,1,2
Nova Scotia                                                                ,Primary Agriculture  ,Indian Garden Farms,"Hebbville, NS B4V 9E6",85101-Harvesting labourers,Unknown,1,3
Nova Scotia                                                                ,Primary Agriculture  ,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",85100-Livestock labourers,Unknown,1,2
Nova Scotia                                                                ,Primary Agriculture  ,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,2,15
Nova Scotia                                                                ,Primary Agriculture  ,M. KEDDY FARM & FOREST LTD.,"New Ross, NS B0J 2M0",85103-Nursery and greenhouse labourers,Unknown,1,6
Nova Scotia                                                                ,Primary Agriculture  ,MacGregor Dairy Farm Ltd.,"Churchville, NS B0K 1B0",82030-Agricultural service contractors and farm supervisors,Unknown,1,2
Nova Scotia                                                                ,Primary Agriculture  ,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",85103-Nursery and greenhouse labourers,Unknown,1,6
Nova Scotia                                                                ,Primary Agriculture  ,Medford Farms Limited,"Medford, NS B0P 1H0",85101-Harvesting labourers,Unknown,1,2
Nova Scotia                                                                ,Primary Agriculture  ,Melvin Farms Limited,"Canning, NS B0P 1H0",85101-Harvesting labourers,Unknown,3,16
Nova Scotia                                                                ,Primary Agriculture  ,Millen Farms Ltd,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,4,69
Nova Scotia                                                                ,Primary Agriculture  ,Nazinga Farms Ltd,"Aylesford, NS B0P 1C0",85101-Harvesting labourers,Unknown,1,16
Nova Scotia                                                                ,Primary Agriculture  ,Northern Lights Christmas Tree Farms Ltd.,"Belmont, NS B0M 1G0",85103-Nursery and greenhouse labourers,Unknown,1,4
Nova Scotia                                                                ,Primary Agriculture  ,Oxford Berry Farm,"Oxford, NS B0M 1P0",85101-Harvesting labourers,Unknown,1,18
Nova Scotia                                                                ,Primary Agriculture  ,Randsland Farms Inc,"Canning, NS B0P 1H0",85101-Harvesting labourers,Unknown,3,20
Nova Scotia                                                                ,Primary Agriculture  ,River Breeze Farm Limited,"Upper Onslow, NS B6L 6Y3",85101-Harvesting labourers,Unknown,1,6
Nova Scotia                                                                ,Primary Agriculture  ,Sarsfield Farms Incorporated,"Kentville, NS B4N 3V7",85101-Harvesting labourers,Unknown,2,13
Nova Scotia                                                                ,Primary Agriculture  ,Scothorn Farms Limited,"Hardwood Lands, NS B0N 1Y0",82030-Agricultural service contractors and farm supervisors,Unknown,1,2
Nova Scotia                                                                ,Primary Agriculture  ,Scothorn Farms Limited,"Hardwood Lands, NS B0N 1Y0",85100-Livestock labourers,Unknown,1,1
Nova Scotia                                                                ,Primary Agriculture  ,Spurr Brothers Farms Ltd,"Melvern Square, NS B0P 1R0",85101-Harvesting labourers,Unknown,2,7
Nova Scotia                                                                ,Primary Agriculture  ,Stokdijk Greenhouses Ltd,"Beaver Brook, NS B6L 1H3",85101-Harvesting labourers,Unknown,1,10
Nova Scotia                                                                ,Primary Agriculture  ,T. E. Boyle Farm & Forestry Limited,"Antigonish County, NS B0H 1A0",85101-Harvesting labourers,Unknown,1,4
Nova Scotia                                                                ,Primary Agriculture  ,Town Plot Orchards Ltd,"Port Williams, NS B0P 1T0",85101-Harvesting labourers,Corporation,1,6
Nova Scotia                                                                ,Primary Agriculture  ,Vermeulen Farms Limited,"Canning, NS B0P 1H0",85101-Harvesting labourers,Unknown,1,55
Nova Scotia                                                                ,Primary Agriculture  ,Walsh Farms Inc,"ROCKLAND, NS B0P 1E0",85101-Harvesting labourers,Corporation,1,8
Nova Scotia                                                                ,Primary Agriculture  ,Wohlgemuth Farms Ltd.,"Aylesford, NS B0P 1C0",85100-Livestock labourers,Unknown,1,1
New Brunswick                                                              ,Global Talent Stream  ,750908 N.B. INC,"Fredericton, NB E3C 0J1",21221-Business system specialists,Unknown,1,1
New Brunswick                                                              ,Global Talent Stream  ,750908 N.B. INC,"Fredericton, NB E3C 0J1",21234-Web developers and programmers,Unknown,1,1
